id,title,url,description,original_price,discounted_price,category,photo_url,booked_number,review_score,review_number,tags,is_mflg
306,Singapore Hair Wash & Blow at Label39 Hair Salon,https://www.klook.com/en-US/activity/101503-hairwash-blow-label39-hair-salon-singapore/,"Welcome to the Label39 Wash & Blow experience! Imagine this: you kick back in our comfy salon chair, and the magic kicks off. We start with a nice, tailored cleanse, giving your hair some serious love. Then comes the fun part – our skilled stylists work their blow-dry magic, turning those wet locks into a masterpiece.

And guess what? In less than an hour, you'll strut out with a style that turns heads and gives your confidence a boost. Whether you're gearing up for a big event or just treating yourself to some ""me time,"" Label39's Wash & Blow is like a fast pass to instant glam and all the luxuries of a top-notch salon. So, ready to pamper those locks and let the good hair days roll? Book now!",55,,Cultural experiences,https://res.klook.com/image/upload/activities/fuzxdwbysunkcq2rxmwi.jpg,,5,,['Easy refund'],false
307,Sunset City Tour by Kick Scooter,https://www.klook.com/en-US/activity/103337-sunset-city-tour-by-kick-scooter/,"We make our way by kick scooters to Merlion Park and Marina Bay to watch the setting sun transform the sky to crimson, peach and lilac, and the city lights of the world’s third largest financial hub come on to illuminate the bay in technicolour

Enroute, we stop at various places of interest like the world’s only Hindu temple where the Buddhists and Taoists also pray at, Singapore’s very first church from 1835, where Sir Stamford Raffles first landed in 1819, etc.

Have free and easy time at Marina Bay to indulge in photography, watch the Spectra Light & Water Show, etc. before we visit Gardens by the Bay for the whimsical Garden Rhapsody Light Show

See Esplanade Theatres on the Bay, a WWII memorial, the luxurious Raffles Hotel, and a bustling night market before ending the evening",62.89,,Outdoor & sports activities,https://res.klook.com/image/upload/activities/kh1wzx6qxze93jzf6vqu.jpg,,,,"['Easy refund', 'Instant confirmation', 'Book now for today']",false
309,Historic Chinatown Walking Tour with Lunch,https://www.klook.com/en-US/activity/108482-historic-chinatown-walking-tour-with-lunch/,"We trace the footsteps of the early immigrants who left China in search of a better life in South-East Asia, and how they found their way to Singapore, built temples and formed clans to look after each other. We learn about how some became some of Asia’s richest men, whilst others slaved and died penniless without any next-of-kin to mourn them.

We’ll see where Chinese opera theatres, brothels, opium and gambling dens once thrived when the ratio of men to women was 14:1.

Through murals by local artist Yip Yew Chong, we sneak a peek at what life was like in 19th and 20th century Singapore.

Lunch will be at one of the oldest establishments in Singapore, before we continue our hunt for other traditional trades in Chinatown which have withstood the test of time.",52.89,,Tours,https://res.klook.com/image/upload/activities/zbgf2wxr9tysrc1yduzu.jpg,,,,"['Easy refund', 'Instant confirmation', 'Book now for tomorrow']",false
310,Party Singapore Heartland Pub Crawl - Savoring Bar Bites & Beverages,https://www.klook.com/en-US/activity/108357-party-singapore-heartland-pub-crawl/,"Embark on a unique evening with us, featuring exclusive promotions like free-flow options, 1-for-1 deals, and happy hour beverage specials! Arrive promptly to connect with like-minded crawlers and delve into a night of excitement. Throughout the journey, engage in drinking challenges that reward you with extra drinks, adding to the thrill of the experience. Each pub or bar offers a different set of entertaining games, making this activity a must-do when in Singapore! Additionally, enjoy the convenience of having videos and photos shared on social media!",50,,Tours,https://res.klook.com/image/upload/activities/uyr1swnugueuzpvatpzl.jpg,,,,"['Easy refund', 'Instant confirmation']",false
311,Fresh Durians Tasting Workshop by Golden Moments,https://www.klook.com/en-US/activity/98724-golden-moments-durian-tasting-workshop/,"Join the Durian Tasting Workshop and embark on a mouthwatering journey to discover the “King of Fruits”!
Taste 3-5 different breeds of fresh durians (including our signature Black Gold Mao Shan Wang durian, subjected to durian season)
Gain insights into the history, cultural significance, and health benefits of durian
Learn how to choose the best fruit and master the art of opening a durian with skill and safety",78.8,48.8,Cultural experiences,https://res.klook.com/image/upload/activities/jywhkmo0eqqokeh11i8w.jpg,50,5,,"['Easy refund', 'Instant confirmation']",false
312,DIY Leather Charm Kit with Free Delivery,https://www.klook.com/en-US/activity/41444-diy-leather-charm-kit-free-delivery/,"Every leather crafting workshop promises to be a thoroughly immersive experience
Creating your own leather product is a fun and fulfilling process, especially with a group of friends or with your partner
The experienced leather artisan will share their knowledge about leather and the crafting process
During the leather crafting workshop, participants will get the unique chance to hand make their own leather item",25,22.89,Cultural experiences,https://res.klook.com/image/upload/activities/aflhzqztvyofzin0ox6b.jpg,200,5,,"['Easy refund', 'Instant confirmation', 'Book now for today', 'Best Price Guarantee']",false
313,Open My Factory: PacificLight Power Station in Singapore,https://www.klook.com/en-US/activity/109004-open-my-factory-pacific-light-power-station/,"Embark on a journey through time and technology at the Pacific Light Power Station, where innovation meets utility
Take an exclusive behind-the-scenes tour of the power station and get an insight on how a power plant operates and generates electricity for Singapore
Discover the fascinating world of electricity generation and distribution
Experience the pulse of power firsthand on our guided tour of the Pacific Light Power Station",40,,Tours,https://res.klook.com/image/upload/activities/riewfhbmz2vkfrskojxy.jpg,,,,['Instant confirmation'],false
314,Tanjong Pagar Immersive Outdoor Escape Game in Singapore,https://www.klook.com/en-US/activity/82468-immersive-outdoor-escape-game-tanjong-pagar-singapore/,"Play an outdoor escape game with your friends & family to have an unforgettable experience in Singapore
Go on your way to solve the clues, walk or challenge for the top-of-the-game leaderboard
Take some memorable photos and explore the hidden side of Tanjong Pagar along the way!
Participate in the hit with over 1,000 games played with locals and tourists, solo gamers, couples, friends, and families",25,,Tours,https://res.klook.com/image/upload/activities/jfmvopa3bjplhoawoyyn.jpg,,5,,"[""Klook's choice"", 'Private group', 'Easy refund', 'Instant confirmation', 'Book now for today']",false
315,Singapore Gardens by the Bay and Marina Bay Sands Walking Tour with Seafood Lunch/Dinner Tour,https://www.klook.com/en-US/activity/56412-singapore-gardens-bay-tour-seafood-lunch/,"Follow the guided tour into Flower Dome as they talk about the characteristics surrounding Marina Bay
Discover Flower Dome, where you can relax and by surrounded by pretty and beautiful flowers
Enjoy the guided tour talks about the history, present, and future of Marina Bay Sands and surrounding areas
Board on the arranged bus to have a sumptuous seafood lunch or dinner at Tung Lok
Journey comes to an end at the nearest MRT Station from the restaurant",190,,Tours,https://res.klook.com/image/upload/activities/hsyxxsmizogfd2jrkwzm.jpg,6000,4.6,173,"['Bestseller', 'Instant confirmation', 'Book now for tomorrow']",false
316,Singapore Captain Explorer DUKW tours with Seafood Lunch or Dinner,https://www.klook.com/en-US/activity/62250-singapore-half-day-ducktour-seafood-lunch-dinner/,"Guided tour provided before boarding and onboard Captain Explorer DUKW tour ride covering Suntec City and Marina Bay areas
Board 'DUCKY' to journey through the land and into the water during this hour-long adventure
The tour will past the city's top attractions from the City Hall to Marina Bay
Learn more about Singapore's culture and history, which is sure to open your mind and eyes
Enjoy the sumptuous seafood lunch or dinner which your friends and family during the tour",230,,Tours,https://res.klook.com/image/upload/activities/g9fu04s7jwwkfagiqd6u.jpg,3000,,,['Instant confirmation'],false
317,Kelong and Pulau Ubin Guided Boat Tour,https://www.klook.com/en-US/activity/48088-kelong-boat-tour-singapore/,"Escape the concrete jungle, it’s time for an adventure! Get out to sea on our fine catamaran and discover the North Eastern Banks of Singapore on this 3 hour Kelong Tour.
The waters around the North-eastern islands are buzzing with a different kind of charm – seamen fishing, an abundance of nature, mangrove swamps and the idyllic life of residents who live in kelongs. All these are sights that normal city dwellers do not get to experience. We will also take you upclose to Pulau Ubin (the only inhabited island out of Singapore’s 63 islands) and explore it from the sea. You will be surprised to discover that the habitats surrounding this rustic island is brimming with life! Topping off the intriguing boat tour would be a visit to a kelong-restaurant, where you get to experience life on a floating fish farm.
Soak in the sun, let your hair down in the wind and just breathe in the salty sea air. It will be an unforgettable mini-vacation experience!",135,,Tours,https://res.klook.com/image/upload/activities/xwiog3069lwvccq3ernb.jpg,2000,4.8,68,[],false
318,Peranakan Heritage Tour with Peranakan Tile Painting (5-Hour Tour with Peranakan Lunch),https://www.klook.com/en-US/activity/53136-singapore-peranakan-heritage-tour-peranakan-tile-painting-lunch/,"Participate & experience in the walking tour of the Joo Chiat-Katong area in Singapore
Take the chance to enjoy the authentic Peranakan lunch during the journey
Understand the background and the creation of Peranakan tile painting with your family!
Perfect for all participants to spend their free time on a meaningful tour around Singapore!",125,,Tours,https://res.klook.com/image/upload/activities/gqfl4zkzvdbizsk8mucu.jpg,1000,4.6,98,['Instant confirmation'],false
319,The Creepy Tales of Singapore Ghost and WWII Tour with Point to Point Transfer,https://www.klook.com/en-US/activity/33174-creepy-tales-singapore-ghost-tour/,"A fun, chilling and educational tour that is not for the faint of heart
Get chauffered in the comfort of your car as the tour brings you from one point of Singapore's haunted site to another
Experience a spine-chilling night with your family and friends with candles and ghost detecting devices
Discover Singapore's urban legends as you walk past tombstones and mausoleums at a famous cemetery
Take a trip down memory lane by going to a secluded hill to see the World War 2 battlefield
Have the chance to enter a Japanese laboratory that has a long history of massacres",127,,Tours,https://res.klook.com/image/upload/activities/w13thul7n6v7hci23gae.jpg,1000,4.9,121,"['Easy refund', 'Instant confirmation']",false
320,Explore Brewery Culture and Tasting Tour,https://www.klook.com/en-US/activity/52757-explore-brewery-culture-tasting-tour/,"Explore and discover the cultural significance and history of the local brewery house in Singapore
Enjoy the tour to taste signature local craft beer varieties with your friends or family!
Join the tour to enjoy the Singapore Michelin Guide Bib Gourmand awarded Teochew-style Bak Kut Teh
Meet and make new friends who love the beer brewery culture as much as you do",110,,Tours,https://res.klook.com/image/upload/activities/gjxfkzwvw4ochzdjxvgl.jpg,1000,4.5,64,['Instant confirmation'],false
321,Singapore's Disappearing Trade Tour,https://www.klook.com/en-US/activity/34001-singapores-disappearing-trade-tour/,"Join us on a nostalgic journey to a bygone era in Singapore. Discover the secrets of traditional bread-making at one of the city's oldest bakeries. Learn about the fading art of crafting paper objects used in Chinese ancestral offerings. Explore the local coffee industry with a visit to a coffee roasting factory. This tour, called ""Disappearing Trades,"" was the 2017 winner of the Singapore Tourism Awards for the best leisure tour experience. It's a chance to step back in time and uncover the stories of Singapore in the 1950s to 1980s, understanding how people lived and worked during that period. If you're a heritage enthusiast and love meeting craftsmen passionate about their trades, this journey offers a unique opportunity to connect with Singapore's past.",100,,Tours,https://res.klook.com/image/upload/activities/sfmpweciyy3z7iyvgxol.jpg,1000,4.6,64,['Instant confirmation'],false
322,Hainan Cultural Cooking Class in Esplanade,https://www.klook.com/en-US/activity/51444-hainan-cultural-cooking-class/,"A combination of a cooking class with a mini walking tour
Learn more about the Hanianese culture in a different way, as well as the different cooking techniques used
Join this tour to experience the nostalgic essence of Hainanese cuisine
Culinary Highlights: Hainanese Chicken Rice, Kueh Yi Bua and Hainanese Pork Chop!",129,,Cultural experiences,https://res.klook.com/image/upload/activities/sayxcs1vds9umfpag0ef.jpg,1000,4.8,77,['Book now for today'],false
323,Kopi & Cha: Bitter Brews with a Story,https://www.klook.com/en-US/activity/52289-kopi-cha-bitter-brews-story-tour/,"Beyond the lattes, bubble teas and matcha frappes of today, has our local Singaporean coffee and tea culture been truly forgotten? Discover the bygone days of our kopis (coffee) and cha (teas) and the role it had in the everyday lives of our early immigrants in this interactive walking food tour. You will never see your 'kopi c"" or ""teh o"" in the same way again!
Enjoy a Michelin recommended traditional Bak Kut Teh lunch with curated Tea Pairing, and learn about its rich dark history and coolie heritage
Get ready for a caffeine fix, we will be tasting many variations of teas and coffees!
Visit one of the oldest original Tea Merchants, who still has tea roasting and blending in their shop. Find out the difference between Temple, Nanyang and Ping Pong teas! Try your hand at folding a traditional tea packet and enjoy a tea fragrance session of different varieties. Receive a gift tea packet
Taste different varieties of Singapore style Kopi, and find out why coolies preferred butter in theirs; understand the lingo of Kopitiam, and why we mix languages when ordering!
Find a secret shop which still sells all the original old-school Kopi cups, bowls and tiffin boxes, at back-alley rates",70,,Tours,https://res.klook.com/image/upload/activities/ptdb9twh3narlk26xxyw.jpg,800,4.7,73,"['Private group', 'Instant confirmation']",false
324,Thailand Cultural Cooking Class with Thai market Tour at Crawford Lane,https://www.klook.com/en-US/activity/51457-thailand-cultural-cooking-class-with-thai-market-tour/,"Experience a Thai market tour on top of a classic Thai cooking class!
Be introduced to the vibrancy of the Thai market and its trove of culinary treasures
Culinary Highlights: Tom Yam Soup, Khanom Tako and Papaya Salad",129,,Cultural experiences,https://res.klook.com/image/upload/activities/muwivmbtbqyl0i0qxmsk.jpg,700,4.6,31,['Book now for today'],false
325,About Mr. Lee,https://www.klook.com/en-US/activity/3522-about-mr-lee-half-day-tour-singapore/,"Listen to a collection of the personal stories about Mr Lee. Lee Kuan Yew & how he shaped Singapore.

Who is Mr. Lee Kuan Yew? What was he like as a young boy, a husband, a father and a friend? What were his values? How were they shaped? Much of what we know of Singapore’s founding father is inextricably tied to the Singapore story. But what was he like as a man?

How much of Mr. Lee’s childhood do you know of? What was his relationship like with his mother, grandmother and father? Was he the model student since he was young? Did he ever get into trouble? Where did he grew up in Singapore? The tour takes you east through Mr. Lee’s earlier youthful years and give you an account of a young Lee Kuan Yew.

Next, the tour charts out the beautiful love story of Mr. and Mrs. Lee, how they met and how their relationship blossomed. The guide will share episodes and uncover gems about the mutual love, admiration and respect they had for one another. In the later years after Mrs. Lee had a stroke, Mr. Lee’s acts of devotion throughout her illness brought the world closer to him even if that was not his intention.

Visit Oxley Road, the Lees residence for 50 years. What was he like as a father to his children? What values did he want them to have? A visit to their humble home cannot go without mentioning his simple ways and lifestyle. For example, there was no modern shower to speak of till 2003. They made do taking baths the traditional way with a plastic scoop and a large earthenware. His home and furniture was modest and often old and belonging to a different time.

Next on the routing is Tanjong Pagar, the constituency Mr. Lee choose as his home base from 1955 and where he continued to serve his residents for nearly 60 years. If you are curious about his healthy ways, know that he loved his food and was fond of peranakan favourites like mee siam and gado gado.

And to our final stop, head to the Old Parliament House and end off in front of the steps at the National Gallery Singapore in front of the Padang.",109,,Tours,https://res.klook.com/image/upload/activities/pkca6hph2mjibbqu4jit.jpg,500,4.8,,"['Instant confirmation', 'Best Price Guarantee']",false
326,Ultimate Food Journey,https://www.klook.com/en-US/activity/3524-ultimate-food-journey-singapore/,"Ultimate Food Journey is not just an eating tour. There’s plenty of eating involved yes. But it is also about our beloved wet markets and hawker centres, the origins and heritage of our foods like local coffee, belachan, roti prata and how some things came to be.

Start out eating of course. You’re brought to a hawker centre (Geylang Serai) to sample the best of the best local dishes. At a local wet market, you will be introduced to local ingredients and when these ingredients are used in familiar dishes.

Next an intimate visit to two family-run shop/factory to get a behind-the-scenes of the local food industry. along the famous food street, Joo Chiat Road. More eating! Then, before you know it, it’s a hands-on popiah rolling cum lunch session at Kway Guan Huat. Yes, there is a lot of eating and you will be reminded several times to pace yourselves.

Start sweet and end sweet and what better food than the beloved putu piring! We don’t just bring you to try any putu piring. But this is arguably Singaporean’s favourite putu piring stall. You see how it’s made in front of your eyes and eat as many as you want.

So come with an empty belly and a thirst for an in-depth food journey of Singapore Food.",90,,Tours,https://res.klook.com/image/upload/activities/qfqojmndg2ut9yb4mjot.jpg,500,4.7,12,"['Instant confirmation', 'Book now for tomorrow']",false
327,Facial Treatment and Body Massage at Spa Infinity,https://www.klook.com/en-US/activity/45088-facial-treatment-body-massage-experience-spa-infinity-singapore/,"Hydra Collagen Facial: A deeply hydrating collagen-infused facial designed to plump, tighten and tone the complexion. Fine lines are smoothed, skin surface is left softened and skin is left hydrated.
Therapeutic Body Massage: A relaxing massage that helps relieve stress, reduce pain, boost mood and promote relaxation. Exceptionally beneficial for increasing the level of oxygen in the blood, decreasing muscle toxins, improving circulation and flexibility while easing tension. Choose from: Swedish / Deep Tissue / Sports Massage.
HA+ Power Dose Facial: This facial uses ultrasound to infuse the Power Dose Ampoule for brighter, smoother and more hydrated skin. Enjoy double concentration of nano Hyaluronic Acid that can penetrate deeper into skin layers for robust hydration, a potent dose of powerful antioxidants to brighten skin and protects skin cell, and growth factors that help re-build collagen for more youthful and healthier skin.
Essential Stemcell Facial: Penetrates a synergistic blend of age reversing Swiss Apple Stem Cells and four proven natural skin brighteners: anti-oxidant Tetrahydrocurcuminoids derived from Tumeric, Ferulic Acid and Resveratrol.
TCM Wu Xing Massage: Focuses on harmonizing the body to rebalance energy by emphasizing on body work, joint release and deep breathing, creating a different experience. It incorporates passive stretching techniques performed by the therapist to increase the integration of action to relax muscle and nerve.
Elements Ginseng Meridian Therapy: Targets trigger points and deeper layers with the aid of specially shaped water buffalo horn tools to relief tight muscles and tendons. It combines Traditional Chinese Medicine’s methods of unblocking stagnant meridians/energy pathways in the body and Western Medicine’s knowledge of muscular structure for relief and to encourage self-healing. Premium Red Ginseng is used for invigorating and healing.",75.6,,Massages & hot springs,https://res.klook.com/image/upload/activities/prfcybn66pcqfbh4lezl.jpg,500,4.1,21,"['Easy refund', 'Instant confirmation', 'Book now for tomorrow']",false
328,Experiential Intertidal Exploration by The Untamed Paths,https://www.klook.com/en-US/activity/55624-intertidal-exploration-singapore/,"Learn coastal ecology and spot hidden marine inhabitants such as crustaceans, echinoderms and more
These coastal creatures are often overlooked during the high tide
Get up close and pick up ecological nuggets of information as we go about exploring the intertidal zone!",82,,Tours,https://res.klook.com/image/upload/activities/yklkowgw2vsiiz5kwkv6.jpg,400,4.7,15,['Instant confirmation'],false
329,The Outcall Spa Home and Hotel Service in Singapore,https://www.klook.com/en-US/activity/10015-the-outcall-spa-home-service-singapore/,"Take some time off work and enjoy blissful moments of relaxation with a home/hotel visit from The Outcall Spa
Massage
Experience a spa massage that will soothe all your muscles, without having to leave the comfort of your home!
Schedule your treatment in advance and skip the hassle of beating the traffic or finding spare time to visit
Full spa experience inside your house/hotel, with a massage bed, towels, oils, music, and even lighting
Choose from a variety of massage styles and techniques, including Swedish, Deep Tissue, Tui-na and Prenatal
Spa Mani Pedi
Immerse yourself into a spa experience at the comfort of your home as we pamper your nails with a soak-off and proper cuticle care
Full spa experience brought to your doorstep
Spa Mani Pedi Gel: Soak | Shape | Cuticle Care | Buff | Scrub | Massage | Polished with Gel Polish
Spa Mani Pedi Classic: Soak | Shape | Cuticle Care | Buff | Scrub | Massage | Polished with OPI Infinite Shine
Gentlemen’s Grooming
Buff, shine and help remove calluses that have been built up through hours of walking and work
Enjoy the difference that fresh, baby-like skin on your feet and hands can give you in the comfort and privacy of your own home
Soak | Shape | Cuticle Care | Buff | Scrub | Massage",168,,Massages & hot springs,https://res.klook.com/image/upload/activities/n3impzqwu9h6vyax7ekt.jpg,300,4.8,33,"['Easy refund', 'Instant confirmation', 'Book now for today', 'Best Price Guarantee']",false
330,Story of Singapore,https://www.klook.com/en-US/activity/3574-story-of-singapore/,"Learn about Singapore's incredible transformation from vulnerable new nation to bustling metropolis
Get to know about the people of Singapore, their habits, customs, culture and unique Singaporean traits
Find out how the city is planned including land used for military camps, roads, parks and reservoirs
Escape the heat - this tour takes place in a single indoor venue at Singapore City Gallery
Perfect for travelers who want a crash course on Singapore history!",62,,Tours,https://res.klook.com/image/upload/activities/vxo2lqgfadfhj1azdnkw.jpg,300,4.3,,"['Easy refund', 'Best Price Guarantee']",false
331,"Massages, Facials & Hair at La Source Spa & Salon",https://www.klook.com/en-US/activity/38323-massage-facial-la-source-spa-orchard-road/,"Treat yourself to a jet lag massage or facial treatment at La Source Spa in Singapore
Relax aching and knotted muscles around the neck, shoulders and back areas
Feel refreshed and rejuvenated with professional therapists
Return to your exploration of Singapore with a radiant glow and feeling renewed",450,225,Massages & hot springs,https://res.klook.com/image/upload/activities/tdoertytbmso5jvbz534.jpg,300,4.7,,['Instant confirmation'],false
332,My Heart Beads for Peranakan: A Joo Chiat Experience,https://www.klook.com/en-US/activity/52264-my-heart-beads-peranakan-joo-chiat-tour/,"Meet with and see one of the most famous Popiah Skin making artists in action
Taste street snacks, smell spices, explore old-school craftsmen and fusion temples along back alleys
Get your IG fix with colorful modern and heritage moments at lesser-known spots!
Discover Joo Chiat as a part of both yesterday's and today's Peranakan roots
Experience the beads, clothes, and furniture of the Peranakans, while enjoying handmade Kuehs and Pea flower Tea
Receive a gift tea packet!",70,,Tours,https://res.klook.com/image/upload/activities/zclvg2u9zbciznki7o4d.jpg,200,4.8,28,"['Private group', 'Instant confirmation']",false
333,DIY Bathbomb Workshop in Orchard Gateway,https://www.klook.com/en-US/activity/50977-join-orchard-gateway-bath-bomb-workshop-singapore/,"Explore your creativity making your very own natural bath bombs made using essential oils instead of fragrances in this 1.5-2 hour workshop!
A fun, creative and explosive wrokshop where you get to learn mixing techniques, fail-proofing and more!
Choose from the wide range of 100% Pure Essential Oil for your choice of scent
Enjoy hassle free as all the necessary tools & equipment for bath bomb will be provided",98,,Cultural experiences,https://res.klook.com/image/upload/activities/o36fccej0ljrqe9nszml.jpg,200,4.8,28,['Instant confirmation'],false
334,DIY Boba Tea Class Experience by Teahee SG at Bishan,https://www.klook.com/en-US/activity/30207-diy-boba-tea-class-experience-bishan/,"Spice up your vacation in Singapore with a fun boba tea-making class at Teahee SG Studio
Visit the Teahee SG branch, known for its best-selling drinks of unique flavors and concepts
A friendly barista will help you through an easy step-by-step guide to making your own milk tea
Celebrate your progress and enjoy your self-curated drinks at the end of the class!",59.9,47.95,Cultural experiences,https://res.klook.com/image/upload/activities/i6llskiospflzuz4tqia.jpg,200,,,"['Easy refund', 'Instant confirmation', 'Book now for today', 'Best Price Guarantee']",false
335,Kayak Fishing Experience in Singapore,https://www.klook.com/en-US/activity/29215-kayak-fishing-experience-singapore/,"Set out on an adventure to Singapore's natural sea structures and discover the world of Kayak Fishing — a popular weekend activity for many fishing enthusiasts! Fret not, beginners are more than welcome too (You will be a kayak fishing pro in no time!)

For this experience, you’ll meet your guide at your respective meeting points and have a quick briefing on the safety rules. Board your fishing kayaks and set out with your friendly guide. Pass through the different routes in search of bottom fish such as parrot, groupers and snappers. If you're looking to start a new hobby, find a good workout, or simply have a good time with friends and family, join us and rocket through the water with our leg-powered Hobie kayaks!",199,189,Water activities,https://res.klook.com/image/upload/activities/aylubk9qxyn4qber6alz.jpg,200,5,,"['Easy refund', 'Instant confirmation']",false
336,The Last Kampong of Singapore Private Tour,https://www.klook.com/en-US/activity/50316-kampong-experience-tour/,"Visit the last remaining Kampong village in Singapore at Lorong Buangkok!
Learn about the development of housings from villages to the HDBs today
Step into an actual Kampong House and get to meet the residents for a cosy chat
Understand and experience the real Kampong spirit
Play some old-school games and enjoy nostalgic handmade Ice Lollies (subject to availability)",250,,Tours,https://res.klook.com/image/upload/activities/k9zvb7ziicgjfhxlq7mb.jpg,200,4.6,18,"['Private group', 'Instant confirmation']",false
337,Southern Islands Tour or Private Yacht Charter Rental Singapore - Zen Sea 1 by Zenithyachtcharters,https://www.klook.com/en-US/activity/59250-private-yacht-charter-zen-sea-1-by-zenithyachtcharters/,"Cruise out into the open sea on board Zen Sea 1, a gorgeous monohull yacht
Disembark at Seringat Island Jetty and commence discovery and exploration
Spot the diverse marine biodiversity along the coastal areas of Singapore
Be impressed by the majestic view of the Marina Bay Financial Centre and learn about how it contributes to the Singapore economy
This yacht is open for Private Charter as well! Have fun, water activities and swim in the tranquil Lagoon of the southern islands. Be mesmerised by a beautiful City skyline tour at the beginning or end of your trip!",737,,Water activities,https://res.klook.com/image/upload/activities/velicgzvjun84jxidv8a.jpg,200,5,22,['Book now for tomorrow'],false
338,Kampong Glam Tour,https://www.klook.com/en-US/activity/51562-kampong-glam-history-tour/,"Walk down memory lane at Singapore's oldest urban quarter and discover the history and culture of Kampong Glam, once an ethnic enclave for the Muslim community and home to Malay royalty in the 1800s
Explore the picturesque streets dotted with palm trees, beautifully restored heritage shophouses, hip cafes and bars, and chic lifestyle boutiques and learn about the rich history and living traditions of this vibrant neighbourhood
Gazetted as a national monument in 1975, the Masjid Sultan (or Sultan Mosque) - Singapore's largest and probably its most beautiful mosque - is truly the iconic landmark of this historic Muslim quarter. Its architecture, with a huge golden dome and 4 minarets, is a wonderful blend of European and Islamic elements
Well-loved by locals and tourists alike, this highly impressive historic district earned the 29th spot on Time Out's list of coolest neighbourhoods in the world in 2020!
Option to end the tour with a Japanese Wagyu Steakhouse dinner",50,,Tours,https://res.klook.com/image/upload/activities/z3jcf20bh5slbspewjpj.jpg,200,4.8,,['Instant confirmation'],false
339,Singapore Kopi & Loti (Coffee and Bread) Factory Tour,https://www.klook.com/en-US/activity/33984-singapore-kopi-loti-factory-tour/,"Get your caffeine and pastry fix on this fun and laid back Kopi and Loti tour in Singapore!
Explore one of the few remaining local coffee roasters in a quaint neighborhood
Step into the Kopi Roasting Factory and learn how a coffee bean becomes a tasty cup of coffee
Visit a local bread factory and take a behind-the-scenes tour with commentary from your friendly guide",85,,Tours,https://res.klook.com/image/upload/activities/g3wonx15zkyhtcjfhalf.jpg,200,,,"['Easy refund', 'Instant confirmation']",false
340,"Instawalk Tour in Bugis, Waterloo and Kampong Glam",https://www.klook.com/en-US/activity/36749-singapore-instagram-walking-tour-an-influencer/,"Join us on a unique Instagram tour of Singapore where you'll explore Bugis, Waterloo, and Kampong Glam neighborhoods to capture the perfect Instagram-worthy shots. Our #Instawalks series uncovers hidden gems and photo spots, transforming ordinary places into cult status. Your two-hour adventure starts in Bugis, known for its blend of tradition and modernity, including colorful streets and bustling markets. Your guide will reveal hidden photo spots. Next, you'll visit Waterloo, the Street of Harmony, and learn about iconic temples and the neighborhood's unique character. Gain photography tips from a nano influencer. Finally, explore Kampong Glam, famous for its Malay and Arab heritage, capturing shophouses, textiles, and cultural diversity on Arab Street and Haji Lane. Join us for a visual adventure and create an awe-inspiring Instagram feed.",60,,Tours,https://res.klook.com/image/upload/activities/lvwpaqngycqyhuy8ie9h.jpg,200,4.7,16,"['Easy refund', 'Instant confirmation']",false
341,Tea Merchant & Street Art Tour by Xperience DMC,https://www.klook.com/en-US/activity/51874-tea-merchant-street-art-tour/,"Enjoy the Singapore’s oldest tea merchants showcases how they blend and roast their tea leaves in the traditional style
Hear interesting stories which go back to 1925 and their relationship with one of Singapore’s unique delicacies, Bak Kut Teh
Learn to appreciate tea with a tasting session of three different types of premium grade tea leaves
Continue the journey to explore street art from our famed homegrown local artist Yip Yew Chong",70,,Tours,https://res.klook.com/image/upload/activities/b11pv2fybmlr6gudd2ou.jpg,100,4.7,27,['Instant confirmation'],false
342,Jewel Heist Game Tour in Singapore,https://www.klook.com/en-US/activity/54565-jewel-heist-join-in-tour/,"A bunch of skilled profesionals are embarking on the most audacious heist of them all - The Jewel Heist
Led by the mastermind of the operation who is also the guide and gamemaster, teams of 4 - 6 work as a team through missions
Solving the puzzles requires quick wit, listening skills, a keen eye, teamwork, strategy, and a good understanding of the engineering marvel that is The Changi Jewel
Pit your skills against friends and colleagues by getting the highest score and leave with bragging rights over them
Do you have what it takes to take on The Jewel Heist?",84,,Tours,https://res.klook.com/image/upload/activities/izqe0d4bba4knvknnyta.jpg,100,4.7,,['Instant confirmation'],false
343,The Ripple Club Water Cycling in Singapore,https://www.klook.com/en-US/activity/44546-aqua-spin-water-cycling-singapore/,"The Ripple Club is a revolutionary fitness and wellness community that offers low-impact and technology-integrated aqua workouts adapted to your desired intensity level.
Whether you're just starting your fitness journey or looking for a safer fitness alternative, dip your toe in and see where the ripples take you!",50,,Outdoor & sports activities,https://res.klook.com/image/upload/activities/ul4jqyun4kdnms9hjgcj.jpg,100,4.8,,"['Instant confirmation', 'Best Price Guarantee']",false
344,Joyre TCMedi Spa in Singapore,https://www.klook.com/en-US/activity/37674-joyre-tcmedia-spa-treatment-singapore/,"Joyre is a pioneer in integrating Traditional Chinese Medicine with modern spa treatments and beauty aesthetics services
The therapists and TCM physicians are trained in TuiNa massage, Guasha, moxibustion, Acupuncture and more
Relieve your body’s tightness and reduce soreness and fatigue
Deliver personalized treatments that match each individual’s body constitution
Experience the excellent health solutions with authentic and exclusively Chinese herbs ingredients",89.89,,Massages & hot springs,https://res.klook.com/image/upload/activities/exosya0trjcygsfnizma.jpg,100,,,"['Instant confirmation', 'Best Price Guarantee']",false
